movie_id,movie_name,year,genre,director,cast
tt2855648,Madras Cafe,2013,"Action, Drama, Thriller",Shoojit Sircar,"John Abraham, Nargis Fakhri, Raashi Khanna, Dinesh Prabhakar"
tt7431594,Race 3,2018,"Action, Crime, Thriller",Remo D'Souza,"Anil Kapoor, Salman Khan, Bobby Deol, Jacqueline Fernandez"
tt10230426,Mrs. Serial Killer,2020,"Crime, Drama, Thriller",Shirish Kunder,"Jacqueline Fernandez, Manoj Bajpayee, Mohit Raina, Zayn Marie Khan"
tt3679000,Any Body Can Dance 2,2015,"Biography, Drama, Music",Remo D'Souza,"Prabhu Deva, Varun Dhawan, Shraddha Kapoor, Lauren Gottlieb"
tt5474036,Manmarziyaan,2018,"Comedy, Drama, Romance",Anurag Kashyap,"Taapsee Pannu, Abhishek Bachchan, Vicky Kaushal, Jasmin Bajwa"
tt0374271,Tere Naam,2003,"Action, Drama, Romance",Satish Kaushik,"Salman Khan, Bhoomika Chawla, Sachin Khedekar, Savita Prabhune"
tt15891396,Tiku weds Sheru,2023,"Comedy, Drama, Romance",Sai Kabir,"Nawazuddin Siddiqui, Avneet Kaur, Rahoul, Mukesh S. Bhatt"
tt4559046,Housefull 3,2016,"Action, Comedy, Romance","Sajid, Farhad Samji","Akshay Kumar, Abhishek Bachchan, Riteish Deshmukh, Jackie Shroff"
tt5785170,Toilet - Ek Prem Katha,2017,"Comedy, Drama, Romance",Shree Narayan Singh,"Akshay Kumar, Anupam Kher, Bhumi Pednekar, Divyendu Sharma"
tt0418460,Aitraaz,2004,"Drama, Romance, Thriller","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshay Kumar, Kareena Kapoor, Priyanka Chopra Jonas, Amrish Puri"
tt2372678,2 States,2014,"Comedy, Drama, Romance",Abhishek Varman,"Arjun Kapoor, Alia Bhatt, Amrita Singh, Revathi"
tt0156985,Sadak,1991,"Action, Drama, Romance",Mahesh Bhatt,"Sanjay Dutt, Pooja Bhatt, Deepak Tijori, Sadashiv Amrapurkar"
tt8984572,Bob Biswas,2021,"Crime, Drama, Thriller",Diya Annapurna Ghosh,"Abhishek Bachchan, Chitrangda Singh, Paran Banerjee, Kaushik Chakraborty"
tt0154685,Johny Mera Naam,1970,"Action, Drama, Musical",Vijay Anand,"Dev Anand, Hema Malini, Pran Sikand, Jeevan Dhar"
tt1954598,Ladies vs. Ricky Bahl,2011,"Comedy, Crime, Drama",Maneesh Sharma,"Ranveer Singh, Anushka Sharma, Parineeti Chopra, Dipannita Sharma"
tt1077248,Johnny Gaddaar,2007,"Crime, Drama, Mystery",Sriram Raghavan,"Dharmendra, Rimi Sen, Ashwini Kalsekar, Neil Nitin Mukesh"
tt15163652,Thunivu,2023,"Action, Crime, Thriller",H. Vinoth,"Ajith Kumar, Manju Warrier, Samuthirakani, John Kokken"
tt7778680,Photograph,2019,"Drama, Romance",Ritesh Batra,"Nawazuddin Siddiqui, Sanya Malhotra, Sachin Khedekar, Denzil Smith"
tt0995752,Tashan,2008,"Action, Comedy, Drama",Vijay Krishna Acharya,"Akshay Kumar, Saif Ali Khan, Kareena Kapoor, Anil Kapoor"
tt0152836,Taal,1999,"Drama, Musical, Romance",Subhash Ghai,"Akshaye Khanna, Anil Kapoor, Aishwarya Rai Bachchan, Alok Nath"
tt6475412,Krrish 4,,"Action, Sci-Fi, Thriller",Karan Malhotra,"Hrithik Roshan, Preity G Zinta, Naseeruddin Shah, Rekha"
tt11816092,Hum Do Hamare Do,2021,Comedy,Abhishek Jain,"Rajkummar Rao, Kriti Sanon, Paresh Rawal, Ratna Pathak Shah"
tt6836936,Saaho,2019,"Action, Thriller",Sujeeth,"Prabhas, Shraddha Kapoor, Jackie Shroff, Neil Nitin Mukesh"
tt1428459,We Are Family,2010,"Comedy, Drama, Family",Malhotra P. Siddharth,"Kareena Kapoor, Kajol, Iravati Harshe, Arjun Rampal"
tt1980986,Housefull 2,2012,"Action, Comedy, Drama",Sajid Khan,"Akshay Kumar, John Abraham, Asin Thottumkal, Jacqueline Fernandez"
tt3848892,Baby,2015,"Action, Crime, Thriller",Neeraj Pandey,"Akshay Kumar, Danny Denzongpa, Rana Daggubati, Taapsee Pannu"
tt22099068,Code Name: Tiranga,2022,"Action, Drama, Thriller",Ribhu Dasgupta,"Parineeti Chopra, Harrdy Sandhu, Sharad Kelkar, Dibyendu Bhattacharya"
tt0418362,Mujhse Shaadi Karogi,2004,"Comedy, Romance",David Dhawan,"Salman Khan, Akshay Kumar, Priyanka Chopra Jonas, Amrish Puri"
tt0278291,Ajnabee,2001,"Action, Crime, Drama","Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Akshay Kumar, Bobby Deol, Kareena Kapoor, Bipasha Basu"
tt1182972,Bachna Ae Haseeno,2008,"Comedy, Drama, Romance",Siddharth Anand,"Ranbir Kapoor, Deepika Padukone, Bipasha Basu, Minissha Lamba"
tt5745450,Chef,2017,"Comedy, Drama, Family",Raja Menon,"Saif Ali Khan, Padmapriya, Svar Kamble, Chandan Roy Sanyal"
tt1327035,Dev.D,2009,"Comedy, Drama, Romance",Anurag Kashyap,"Abhay Deol, Mahie Gill, Kalki Koechlin, Dibyendu Bhattacharya"
tt15509266,Spy,2023,"Action, Thriller",Garry Bh,"Nikhil Siddharth, Iswarya Menon, Aryan Rajesh, Abhinav Gomatam"
tt0248185,Mission Kashmir,2000,"Action, Drama, Thriller",Vidhu Vinod Chopra,"Sanjay Dutt, Hrithik Roshan, Preity G Zinta, Sonali Kulkarni"
tt0050870,Pyaasa,1957,"Drama, Musical, Romance",Guru Dutt,"Guru Dutt, Waheeda Rehman, Mala Sinha, Rehman Khan"
tt15204306,Jee Le Zaraa,,Drama,Farhan Akhtar,"Priyanka Chopra Jonas, Alia Bhatt, Katrina Kaif, Ishaan Khattar"
tt10393870,Jayeshbhai Jordaar,2022,"Comedy, Drama",Divyang Thakkar,"Pratik Nanda, Ranveer Singh, Shalini Pandey, Boman Irani"
tt12782448,Pichaikkaran 2,2023,"Action, Drama, Sci-Fi",Vijay Antony,"Vijay Antony, Kavya Thapar, Y.G. Mahendran, Radha Ravi"
tt0411469,Hazaaron Khwaishein Aisi,2003,Drama,Sudhir Mishra,"Kay Kay Menon, Shiney Ahuja, Chitrangda Singh, Ram Kapoor"
tt1321869,The Lovers,2015,"Action, Adventure, Romance",Roland Joffé,"Josh Hartnett, Bipasha Basu, Tamsin Egerton, James Mackay"
tt9614452,The Big Bull,2021,"Biography, Crime, Drama",Kookie Gulati,"Abhishek Bachchan, Nikita Dutta, Ileana D'Cruz, Sanjeev Pandey"
tt11873440,Heropanti 2,2022,"Action, Comedy, Crime",Ahmed Khan,"Kriti Sanon, Nawazuddin Siddiqui, Tiger Shroff, Amber Doig-Thorne"
tt4814290,Te3n,2016,"Crime, Drama, Mystery",Ribhu Dasgupta,"Amitabh Bachchan, Nawazuddin Siddiqui, Vidya Balan, Tota Roy Chowdhury"
tt8983220,Hungama 2,2021,"Comedy, Drama, Romance",Priyadarshan,"Paresh Rawal, Meezaan Jafri, Shilpa Shetty Kundra, Pranitha"
tt8066940,Indian 2,2024,"Action, Drama, Thriller",S. Shankar,"S.J. Suryah, Kamal Haasan, Rakul Preet Singh, Siddharth"
tt0330082,Boom,2003,"Crime, Thriller",Kaizad Gustad,"Amitabh Bachchan, Jackie Shroff, Gulshan Grover, Padma Lakshmi"
tt0113526,Karan Arjun,1995,"Action, Drama, Fantasy",Rakesh Roshan,"Rakhee Gulzar, Salman Khan, Shah Rukh Khan, Amrish Puri"
tt4007558,Shaandaar,2015,"Comedy, Drama, Romance",Vikas Bahl,"Shahid Kapoor, Alia Bhatt, Pankaj Kapur, Sanjay Kapoor"
tt9637132,Samrat Prithviraj,2022,"Action, Drama, History",Chandra Prakash Dwivedi,"Akshay Kumar, Sanjay Dutt, Manushi Chhillar, Sonu Sood"
tt7721800,Bharat,2019,"Action, Comedy, Drama",Ali Abbas Zafar,"Salman Khan, Katrina Kaif, Sunil Grover, Tabu"
tt10350922,Laxmii,2020,"Action, Comedy, Horror","Raghava Lawrence, Balakrishnan Thevar","Akshay Kumar, Kiara Advani, Sharad Kelkar, Ashwini Kalsekar"
tt22932536,Aazam,2023,"Crime, Drama, Mystery",Shravan Tiwari,"Jimmy Shergill, Abhimanyu Singh, Indraneil Sengupta, Sanjeev Tyagi"
tt10230414,Serious Men,2020,"Comedy, Drama","Sudhir Mishra, Sachin Krishn","Nawazuddin Siddiqui, Nassar, Aakshath Das, Indira Tiwari"
tt0133024,Ishq,1997,"Action, Comedy, Drama",Indra Kumar,"Aamir Khan, Ajay Devgn, Juhi Chawla, Kajol"
tt17511156,JGM (JanaGanaMana),2023,"Action, Drama",Puri Jagannadh,"Vijay Deverakonda, Pooja Hegde, Janhvi Kapoor, Nayan Rosh T M"
tt0151150,Josh,2000,"Action, Drama, Musical",Mansoor Khan,"Shah Rukh Khan, Aishwarya Rai Bachchan, Chandrachur Singh, Sharad S. Kapoor"
tt13130532,Footfairy,2020,"Crime, Thriller",Kanishk Varma,"Bhupesh Bandekar, Gulshan Devaiah, Sagarika Ghatge, Shonita Joshi"
tt0049041,C.I.D.,1956,"Action, Crime, Musical",Raj Khosla,"Dev Anand, Shakila, Johnny Walker, K.N. Singh"
tt0488906,Zinda,2006,"Action, Drama, Mystery",Sanjay Gupta,"Sanjay Dutt, John Abraham, Lara Dutta, Celina Jaitly"
tt28364203,Non Stop Dhamaal,2023,Comedy,Irshad Khan,"Annu Kapoor, Manoj Joshi, Rajpal Naurang Yadav, Asrani"
tt20872920,Ishq-e-nadaan,2023,"Drama, Romance",Avishek Ghosh,"Deepika Amin, Hitesh Dave, Mrinal Dutt, Lara Dutta"
tt4399594,Fitoor,2016,"Drama, Romance",Abhishek Kapoor,"Aditya Roy Kapoor, Katrina Kaif, Tabu, Rahul Bhat"
tt0109117,Andaz Apna Apna,1994,"Action, Comedy, Romance",Rajkumar Santoshi,"Aamir Khan, Salman Khan, Raveena Tandon, Karisma Kapoor"
tt9248952,Jawaani Jaaneman,2020,"Comedy, Drama",Nitin Kakkar,"Saif Ali Khan, Alaya F, Tabu, Kumud Mishra"
tt8869978,Batla House,2019,"Action, Crime, Drama",Nikkhil Advani,"John Abraham, Mrunal Thakur, Nora Fatehi, Ravi Kishan"
tt2424988,Gabbar Is Back,2015,"Action, Crime, Drama",Radha Krishna Jagarlamudi,"Akshay Kumar, Shruti Haasan, Kareena Kapoor, Suman"
tt0807758,Partner,2007,"Comedy, Drama, Romance",David Dhawan,"Salman Khan, Govinda, Lara Dutta, Katrina Kaif"
tt0319020,Awara Paagal Deewana,2002,"Action, Comedy, Crime",Vikram Bhatt,"Akshay Kumar, Suniel Shetty, Aftab Shivdasani, Paresh Rawal"
tt5235880,A Flying Jatt,2016,"Action, Adventure, Comedy",Remo D'Souza,"Tiger Shroff, Jacqueline Fernandez, Nathan Jones, Kay Kay Menon"
tt0114234,Rangeela,1995,"Comedy, Drama, Musical",Ram Gopal Varma,"Aamir Khan, Urmila Matondkar, Jackie Shroff, Gulshan Grover"
tt21848358,Jogi,2022,"Drama, Thriller",Ali Abbas Zafar,"Diljit Dosanjh, Kumud Mishra, Mohd. Zeeshan Ayyub, Hiten Tejwani"
tt5705876,Tadka,2022,"Comedy, Drama, Romance",Prakash Raj,"Nana Patekar, Shriya Saran, Ali Fazal, Taapsee Pannu"
tt0451850,Paheli,2005,"Comedy, Drama, Fantasy",Amol Palekar,"Shah Rukh Khan, Rani Mukerji, Anupam Kher, Naseeruddin Shah"
tt0164550,Duplicate,1998,"Action, Comedy, Crime",Mahesh Bhatt,"Shah Rukh Khan, Juhi Chawla, Sonali Bendre, Kajol"
tt8960382,Radhe Shyam,2022,"Drama, Romance",K.K. Radhakrishna Kumar,"Prabhas, Pooja Hegde, Bhagyashree Patwardhan, Krishnamraju"
tt2181931,English Vinglish,2012,"Comedy, Drama, Family",Gauri Shinde,"Sridevi, Adil Hussain, Mehdi Nebbou, Priya Anand"
tt13989310,Koi Jaane Na,2021,Thriller,"Amin Hajee, Ajinkya Nikam","Kunal Kapoor, Amyra Dastur, Elli Avrram, Aamir Khan"
tt13491678,72 Hoorain,2019,"Crime, Drama, Thriller",Sanjay Puran Singh Chauhan,"Saru Maini, Mukesh Agrohari, Narottam Bain, Aamir Bashir"
tt5165344,Rustom,2016,"Crime, Drama, Thriller",Tinu Suresh Desai,"Akshay Kumar, Ileana D'Cruz, Arjan Bajwa, Esha Gupta"
tt0464160,Chup Chup Ke,2006,"Comedy, Drama, Romance","Priyadarshan, Kookie Gulati","Shahid Kapoor, Kareena Kapoor, Om Puri, Paresh Rawal"
tt2309987,Hate Story,2012,"Drama, Thriller",Vivek Agnihotri,"Nikhil Dwivedi, Gulshan Devaiah, Paoli Dam, Mohan Kapur"
tt1572311,Tees Maar Khan,2010,"Comedy, Crime",Farah Khan,"Akshay Kumar, Katrina Kaif, Akshaye Khanna, Rajiv Laxman"
tt8055888,Mard Ko Dard Nahin Hota,2018,"Action, Comedy, Drama",Vasan Bala,"Abhimanyu Dasani, Radhika Madan, Mahesh Manjrekar, Gulshan Devaiah"
tt0150992,Hum Dil De Chuke Sanam,1999,"Comedy, Drama, Musical",Sanjay Leela Bhansali,"Aishwarya Rai Bachchan, Salman Khan, Ajay Devgn, Zohra Sehgal"
tt7886848,Sadak 2,2020,"Action, Drama",Mahesh Bhatt,"Priyanka Bose, Alia Bhatt, Sanjay Dutt, Aditya Roy Kapoor"
tt0375611,Black,2005,Drama,Sanjay Leela Bhansali,"Amitabh Bachchan, Rani Mukerji, Shernaz Patel, Ayesha Kapur"
tt1385824,13B: Fear Has a New Address,2009,"Drama, Horror, Mystery",Vikram K. Kumar,"Madhavan, Nitu Chandra, Poonam Dhillon, Saranya Ponvannan"
tt0439662,Fanaa,2006,"Action, Drama, Romance",Kunal Kohli,"Aamir Khan, Kajol, Rishi Kapoor, Tabu"
tt22743064,Yaariyan 2,2023,"Comedy, Drama, Musical","Radhika Rao, Vinay Sapru","Divya Khosla Kumar, Meezaan Jafri, Pearl V Puri, Yash Dasgupta"
tt27425164,War 2,,"Action, Adventure, Crime",Ayan Mukerji,"Hrithik Roshan, Kiara Advani, N.T. Rama Rao Jr."
tt0382383,Yuva,2004,"Action, Drama, Thriller",Mani Ratnam,"Ajay Devgn, Abhishek Bachchan, Rani Mukerji, Vivek Oberoi"
tt0111068,Sangharsh,1999,"Action, Crime, Drama",Tanuja Chandra,"Preity G Zinta, Akshay Kumar, Ashutosh Rana, Vishwajeet Pradhan"
tt1084972,Wanted,2009,"Action, Crime, Thriller",Prabhu Deva,"Salman Khan, Ayesha Takia, Prakash Raj, Vinod Khanna"
tt9172840,Motichoor Chaknachoor,2019,"Comedy, Romance",Debamitra Biswal,"Nawazuddin Siddiqui, Athiya Shetty, Vibha Chhibber, Karuna Pandey"
tt1620933,Paan Singh Tomar,2012,"Action, Biography, Crime",Tigmanshu Dhulia,"Irrfan Khan, Mahie Gill, Rajesh Abhay, Hemendra Dandotiya"
tt9098938,Sharmaji Namkeen,2022,"Comedy, Drama, Family",Hitesh Bhatia,"Rishi Kapoor, Paresh Rawal, Juhi Chawla, Isha Talwar"
tt11680920,Music School,2023,"Drama, Musical",Paparao Biyyala,"Shriya Saran, Sharman Joshi, Prakash Raj, Mona Ambegaonkar"
tt10739666,Satyameva Jayate 2,2021,"Action, Crime, Drama",Milap Zaveri,"John Abraham, Divya Khosla Kumar, Harsh Chhaya, Gautami Kapoor"
tt9052960,Laal Kaptaan,2019,"Action, Adventure, Drama",Navdeep Singh,"Saif Ali Khan, Zoya Hussain, Manav Vij, Deepak Dobriyal"
tt6923462,Manto,2018,"Biography, Drama",Nandita Das,"Nawazuddin Siddiqui, Rasika Dugal, Tahir Raj Bhasin, Nazma Ali Shaikh"
tt0347332,Khakee,2004,"Action, Crime, Drama",Rajkumar Santoshi,"Amitabh Bachchan, Akshay Kumar, Ajay Devgn, Aishwarya Rai Bachchan"
tt10443846,Yeh Saali Aashiqui,2019,"Drama, Romance, Thriller",Cherag Ruparel,"Vardhan Puri, Shivaleeka Oberoi, Ruslaan Mumtaz, Satish Kaushik"
tt0323013,Lakshya,2004,"Action, Drama, Romance",Farhan Akhtar,"Hrithik Roshan, Preity G Zinta, Amitabh Bachchan, Om Puri"
tt7725596,Badhaai ho,2018,"Comedy, Drama",Amit Ravindernath Sharma,"Ayushmann Khurrana, Neena Gupta, Gajraj Rao, Sanya Malhotra"
tt1836987,Trishna,2011,Drama,Michael Winterbottom,"Freida Pinto, Riz Ahmed, Mita Vashisht, Harish Khanna"
tt10062614,Guilty,2020,"Drama, Thriller",Ruchi Narain,"Kiara Advani, Taher Shabbir, Akansha Ranjan Kapoor, Gurfateh Pirzada"
tt13795296,Thank God,2022,"Comedy, Fantasy",Indra Kumar,"Sidharth Malhotra, Ajay Devgn, Rakul Preet Singh, Mahesh Balraj"
tt0099652,Ghayal,1990,"Action, Crime, Drama",Rajkumar Santoshi,"Sunny Deol, Amrish Puri, Meenakshi Sheshadri, Moushumi Chatterjee"
tt4864932,Baaghi,2016,"Action, Romance, Thriller",Sabir Khan,"Tiger Shroff, Shraddha Kapoor, Sudheer Babu Posani, Shifuji Shaurya Bharadwaj"
tt2979920,Bombay Velvet,2015,"Action, Crime, Drama",Anurag Kashyap,"Ranbir Kapoor, Anushka Sharma, Karan Johar, Satyadeep Misra"
tt1891884,Once Upon a Time in Mumbai Dobaara!,2013,"Action, Crime, Drama",Milan Luthria,"Akshay Kumar, Imran Khan, Sonakshi Sinha, Sonali Bendre"
tt7469726,Shaadi Mein Zaroor Aana,2017,"Drama, Romance",Ratnaa Sinha,"Rajkummar Rao, Kriti Kharbanda, K.K. Raina, Alka Amin"
tt0456144,Lage Raho Munna Bhai,2006,"Comedy, Drama, Romance",Rajkumar Hirani,"Sanjay Dutt, Arshad Warsi, Vidya Balan, Boman Irani"
tt8908002,Luka Chuppi,2019,"Comedy, Romance",Laxman Utekar,"Kartik Aaryan, Kriti Sanon, Aparshakti Khurana, Pankaj Tripathi"
tt1916728,Shor in the City,2010,"Crime, Drama","Krishna D.K., Raj Nidimoru","Tusshar Kapoor, Sendhil Ramamurthy, Nikhil Dwivedi, Preeti Desai"
tt8108274,Tanhaji: The Unsung Warrior,2020,"Action, Biography, Drama",Om Raut,"Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol"
tt18250130,Neymar,2023,"Comedy, Family",Sudhi Maddison,"Naslen, Mathew Thomas, Thushara Pillai, Vijayaraghavan"
tt11651796,AK vs AK,2020,"Action, Comedy, Crime",Vikramaditya Motwane,"Anil Kapoor, Anurag Kashyap, Sonam Kapoor, Harshvardhan Kapoor"
tt5120640,Sarbjit,2016,"Biography, Drama",Omung Kumar,"Randeep Hooda, Aishwarya Rai Bachchan, Richa Chadha, Darshan Kumaar"
tt16139054,Connect,2022,Thriller,Ashwin Saravanan,"Nayanthara, Sathyaraj, Anupam Kher, Vinay Rai"
tt13381376,Welcome Home,2020,"Crime, Drama, Horror",Pushkar Mahabal,"Kashmira Irani, Swarda Thigale, Shashi Bhushan, Boloram Das"
tt7218518,Padman,2018,"Comedy, Drama",R. Balki,"Akshay Kumar, Radhika Apte, Sonam Kapoor, Jyoti Subhash"
tt15341044,Laththi,2022,"Action, Crime, Drama",A. Vinoth Kumar,"Vishal, Sunaina, Prabhu, Thalaivasal Vijay"
tt5662932,Raman Raghav 2.0,2016,"Crime, Drama, Thriller",Anurag Kashyap,"Nawazuddin Siddiqui, Vicky Kaushal, Sobhita Dhulipala, Mukesh Chhabra"
tt1433810,Dhobi Ghat,2010,Drama,Kiran Rao,"Prateik Patil Babbar, Monica Dogra, Kriti Malhotra, Aamir Khan"
tt0085178,Ardh Satya,1983,"Crime, Drama",Govind Nihalani,"Om Puri, Smita Patil, Amrish Puri, Shafi Inamdar"
tt8948790,Jersey,2019,"Drama, Sport",Gowtam Tinnanuri,"Nani, Shraddha Srinath, Sathyaraj, Ronit Kamra"
tt9420648,Bala,2019,Comedy,Amar Kaushik,"Ayushmann Khurrana, Bhumi Pednekar, Yami Gautam, Saurabh Shukla"
tt0499375,Guru,2007,Drama,Mani Ratnam,"Mithun Chakraborty, Abhishek Bachchan, Aishwarya Rai Bachchan, Madhavan"
tt28494851,Stolen,2023,"Drama, Thriller",Karan Tejpal,"Abhishek Banerjee, Harish Khanna, Mia Maelzer, Sahidur Rahaman"
tt0444781,Deewane Huye Paagal,2005,"Action, Comedy, Drama",Vikram Bhatt,"Shahid Kapoor, Akshay Kumar, Suniel Shetty, Rimi Sen"
tt13143988,Nail Polish,2021,Drama,Bugs Bhargava Krishna,"Arjun Rampal, Manav Kaul, Anand Tiwari, Rajit Kapoor"
tt13793230,Jaadugar,2022,"Comedy, Drama, Fantasy",Sameer Saxena,"Jitendra Kumar, Arushi Sharma, Jaaved Jaaferi, Raksha Panwar"
tt2226666,Jism 2,2012,"Drama, Romance, Thriller",Pooja Bhatt,"Randeep Hooda, Arunoday Singh, Arif Zakaria, Sunny Leone"
tt23804378,Three of Us,2022, ,Avinash Arun,"Shefali Shah, Jaideep Ahlawat, Swanand Kirkire, Kadambari Kadam"
tt0991346,Bhootnath,2008,"Comedy, Drama, Family",Vivek Sharma,"Amitabh Bachchan, Juhi Chawla, Satish Shah, Rajpal Naurang Yadav"
tt6531196,Ascharyachakit!,2018,"Drama, Romance",Samit Kakkad,"Priyanka Bose, Vaibhav Raj Gupta, Ankit Raj, Anangsha Biswas"
tt1841542,Chillar Party,2011,"Comedy, Drama, Family","Vikas Bahl, Nitesh Tiwari","Irfan Khan, Abhinay Raj Singh, Sanath Menon, Rohan Grover"
tt16915334,Chakda Xpress,2023,"Biography, Drama, Sport",Prosit Roy,"Anushka Sharma, Anshul Chauhan, Dibyendu Bhattacharya, Nishu Dikshit"
tt1667838,I Hate Luv Storys,2010,"Comedy, Drama, Romance",Punit Malhotra,"Imran Khan, Sonam Kapoor, Sammir Dattani, Samir Soni"
tt0315642,Wazir,2016,"Action, Crime, Drama",Bejoy Nambiar,"Amitabh Bachchan, Farhan Akhtar, Aditi Rao Hydari, John Abraham"
tt1146325,Singh Is Kinng,2008,"Action, Comedy, Crime",Anees Bazmee,"Akshay Kumar, Katrina Kaif, Om Puri, Kirron Kher"
tt2556308,Holiday,2014,"Action, Crime, Thriller",A.R. Murugadoss,"Akshay Kumar, Sonakshi Sinha, Freddy Daruwala, Sumeet Raghavan"
tt10534500,#Home,2021,Drama,Rojin Thomas,"Indrans, Sreenath Bhasi, Manju Pillai, Naslen"
tt7529298,Attack,2022,"Action, Sci-Fi, Thriller",Lakshya Raj Anand,"John Abraham, Jacqueline Fernandez, Rakul Preet Singh, Prakash Raj"
tt13534808,Janhit Mein Jaari,2022,"Comedy, Drama, Romance",Jai Basantu Singh,"Nushrratt Bharuccha, Vijay Raaz, Alok Nath Pathak, Tinnu Anand"
tt0246729,Khiladiyon Ka Khiladi,1996,"Action, Crime, Drama",Umesh Mehra,"Akshay Kumar, Rekha, Raveena Tandon, Deven Verma"
tt8361196,Vinaya Vidheya Rama,2019,"Action, Drama",Boyapati Srinu,"Ram Charan, Vivek Oberoi, Kiara Advani, Mahesh Manjrekar"
tt5325684,Hate Story IV,2018,"Crime, Drama, Thriller",Vishal Pandya,"Urvashi Rautela, Gulshan Grover, Lee Byford, Komal Chhabria"
tt3410408,Rocky Handsome,2016,"Action, Crime, Drama",Nishikant Kamat,"John Abraham, Nishikant Kamat, Sharad Kelkar, Teddy Maurya"
tt0845448,Dhamaal,2007,"Action, Adventure, Comedy",Indra Kumar,"Sanjay Dutt, Riteish Deshmukh, Arshad Warsi, Jaaved Jaaferi"
tt4430136,Pyaar Ka Punchnama 2,2015,"Comedy, Drama, Romance",Luv Ranjan,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha"
tt15482442,Untitled Blumhouse Productions Film,2024, ,Luv Ranjan,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha"
tt0233422,Chachi 420,1997,"Comedy, Drama, Family",Kamal Haasan,"Kamal Haasan, Amrish Puri, Om Puri, Tabu"
tt0346723,Chalte Chalte,2003,"Drama, Romance",Aziz Mirza,"Shah Rukh Khan, Rani Mukerji, Jas Arora, Satish Shah"
tt5255710,Sanam Teri Kasam,2016,"Drama, Musical, Romance","Radhika Rao, Vinay Sapru","Harshvardhan Rane, Mawra Hocane, Vijay Raaz, Murli Sharma"
tt0448206,Bunty Aur Babli,2005,"Comedy, Crime, Drama",Shaad Ali,"Abhishek Bachchan, Rani Mukerji, Amitabh Bachchan, Kiran Juneja"
tt1395025,Agent Vinod,2012,"Action, Adventure, Thriller",Sriram Raghavan,"Kareena Kapoor, Saif Ali Khan, Adil Hussain, Ram Kapoor"
tt4387040,Airlift,2016,"Action, Drama, History",Raja Menon,"Akshay Kumar, Nimrat Kaur, Kumud Mishra, Prakash Belawadi"
tt5456546,Judwaa 2,2017,"Action, Comedy",David Dhawan,"Varun Dhawan, Jacqueline Fernandez, Taapsee Pannu, Anupam Kher"
tt28290264,Untitled Aamir khan/Rajkumar Hirani movie,,Biography,Rajkumar Hirani,Aamir Khan
tt0356982,Paanch,2003,"Crime, Thriller",Anurag Kashyap,"Kay Kay Menon, Aditya Srivastav, Joy Fernandes, Vijay Maurya"
tt2077833,Rowdy Rathore,2012,"Action, Comedy, Crime",Prabhu Deva,"Akshay Kumar, Sonakshi Sinha, Nassar, Yashpal Sharma"
tt13912632,Sanak,2021,"Action, Thriller",Kanishk Varma,"Vidyut Jammwal, Neha Dhupia, Rukmini Maitra, Chandan Roy Sanyal"
tt15416100,Visfot,2023,"Crime, Thriller",Kookie Gulati,"Riddhi Dogra, Priya Bapat, Riteish Deshmukh, Fardeen Khan"
tt6964940,Skater Girl,2021,"Drama, Family, Sport",Manjari Makijany,"Waheeda Rehman, Amy Maghera, Sahidur Rahaman, Jonathan Readwin"
tt0405266,Raincoat,2004,"Drama, Romance",Rituparno Ghosh,"Ajay Devgn, Aishwarya Rai Bachchan, Annu Kapoor, Mouli Ganguly"
tt0405507,Murder,2004,"Drama, Romance, Thriller",Anurag Basu,"Mallika Sherawat, Ashmit Patel, Emraan Hashmi, Kashmira Shah"
tt0272736,Mujhse Dosti Karoge!,2002,"Comedy, Drama, Family",Kunal Kohli,"Hrithik Roshan, Kareena Kapoor, Rani Mukerji, Uday Chopra"
tt5632164,Veerappan,2016,"Action, Biography, Crime",Ram Gopal Varma,"Sachiin Joshi, Sandeep Bharadwaj, Usha Jadhav, Nissar Khan"
tt4874298,Madly,2016,"Drama, Romance","Bat for Lashes, Gael García Bernal, Anurag Kashyap, Sebastián Silva, Sion Sono, Mia Wasikowska","Radhika Apte, Kathryn Beck, Justina Bustos, Zoë Castle"
tt17425020,One Friday Night,2023,"Crime, Drama",Manish Gupta,"Vidhi Chitalia, Hemant K Gaur, Ambrish Saxena, Milind Soman"
tt7363104,Khuda Haafiz,2020,"Action, Crime, Drama",Faruk Kabir,"Vidyut Jammwal, Shivaleeka Oberoi, Annu Kapoor, Aahana Kumra"
tt3859980,Mohenjo Daro,2016,"Action, Adventure, Drama",Ashutosh Gowariker,"Hrithik Roshan, Pooja Hegde, Kabir Bedi, Arunoday Singh"
tt9766332,Atrangi Re,2021,"Comedy, Drama, Fantasy",Aanand L. Rai,"Dhanush, Sara Ali Khan, Akshay Kumar, Seema Biswas"
tt1708453,Aakrosh,2010,"Action, Crime, Drama",Priyadarshan,"Ajay Devgn, Akshaye Khanna, Bipasha Basu, Paresh Rawal"
tt0098999,Agneepath,1990,"Action, Crime, Drama",Mukul Anand,"Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari"
