imdbId,title,releaseYear,genre,actors,directors
tt0422236,Fida,2004,Adventure | Romance | Thriller,Kareena Kapoor | Fardeen Khan | Shahid Kapoor | Kim Sharma,Ken Ghosh
tt0422950,Phir Milenge,2004,Drama,Salman Khan | Abhishek Bachchan | Shilpa Shetty | Mita Vasisht,Revathy
tt0423087,Rok Sako To Rok Lo,2004,Adventure | Musical | Romance,Sunny Deol | Yash Pandit | Manjari Phadnis | Carran Kapur,Arindam Chowdhuri
tt0426075,Lakeer - Forbidden Lines,2004,Action | Drama | Romance,Sunny Deol | Sunil Shetty | Sohail Khan | John Abraham,Ahmed Khan
tt0426864,Aakhri Inteqam,2002,Action,Sudesh Berry | Anu Kashyap | Amit Pachori | Jitender,Rajesh Bakshi
tt0429289,Tauba Tauba,2004,Comedy | Drama,Laxmikant Berde | Bobby Darling | Amin Gazi | Ayub Khan,N/A
tt0430030,Dobara,2004,Musical | Drama,Jackie Shroff | Raveena Tandon | Mahima Chaudhry | Gulshan Grover,Shashi Ranjan
tt0430328,Madhoshi,2004,Musical | Mystery | Drama,Bipasha Basu | John Abraham | Priyanshu Chatterjee | Prakash Bhardwaj,Tanveer Khan
tt0430381,Musafir,2004,Action | Crime | Drama,Anil Kapoor | Sameera Reddy | Aditya Pancholi | Mahesh Manjrekar,Sanjay Gupta
tt0430480,Popcorn Khao! Mast Ho Jao,2004,Comedy | Drama | Romance,Akshay Kapoor | Tanisha | Yash Tonk | Deepak Tijori,Kabir Sadanand
tt0430589,Shaadi Karke Phas Gaya Yaar,2006,Romance,Salman Khan | Shilpa Shetty | Reema Lagoo | Mohnish Bahl,K.S. Adiyaman
tt0430702,Tumsa Nahin Dekha,2004,Musical | Romance,Emraan Hashmi | Dia Mirza | Anupam Kher | Sharat Saxena,Anurag Basu
tt0432047,Sarkar,2005,Action | Crime | Drama,Amitabh Bachchan | Abhishek Bachchan | Kay Kay Menon | Supriya Pathak,Ram Gopal Varma
tt0432385,AK 47,2004,Action | Thriller,Audhitya Singh | Sheetal Bavishi | Om Puri | Ashish Vidyarthi,Raam Shetty
tt0432536,Hatya: The Murder,2004,Action | Crime | Fantasy,Akshay Kumar | Varsha Usgaonkar | Navin Nischol | Reema Lagoo,Kader Kashmiri
tt0432637,Krrish,2006,Action | Adventure | Romance,Rekha | Hrithik Roshan | Priyanka Chopra | Sharat Saxena,Rakesh Roshan
tt0433605,Naach,2004,Musical | Drama,Antara Mali | Abhishek Bachchan | Ritesh Deshmukh | Priya Badlani,Ram Gopal Varma
tt0435259,Padmashree Laloo Prasad Yadav,2005,Comedy,Sunil Shetty | Masumeh Makhija | Mahesh Manjrekar | Johnny Lever,Mahesh Manjrekar
tt0435390,Shukriya: Till Death Do Us Apart,2004,Musical | Drama | Family,Anupam Kher | Aftab Shivdasani | Shriya Saran | Indraneel,Anupam Sinha
tt0435437,Taarzan: The Wonder Car,2004,Musical | Action | Drama,Vatsal Seth | Ayesha Takia | Ajay Devgn | Farida Jalal,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla
tt0436451,Jo Bole So Nihaal,2005,Action,Sunny Deol | Thomas Tevana | Gary Castro Churchwell | Kamaal Khan,Rahul Rawail
tt0437182,Family: Ties of Blood,2006,Action | Crime | Drama,Amitabh Bachchan | Akshay Kumar | Bhoomika Chawla | Aryeman Ramsay,Rajkumar Santoshi
tt0437238,Hulchul,2004,Action | Comedy | Drama,Akshaye Khanna | Kareena Kapoor | Sunil Shetty | Paresh Rawal,Priyadarshan
tt0437279,Khamoshh... Khauff Ki Raat,2005,Thriller,Shilpa Shetty | Juhi Chawla | Rajiv Singh | Shawar Ali,Deepak Tijori
tt0437407,Parineeta,2005,Drama | Musical | Romance,Saif Ali Khan | Vidya Balan | Sanjay Dutt | Dia Mirza,Pradeep Sarkar
tt0438153,Let's Enjoy,2004,Comedy,Shomendra Bose | Aashish Chaudhary | Roshni Chopra | Arzoo Govitrikar,Siddharth Anand Kumar | Ankur Tewari
tt0438875,Insan,2005,Drama | War,Akshay Kumar | Ajay Devgn | Tusshar Kapoor | Esha Deol,K. Subhash
tt0438894,Kisse Pyaar Karo?n,2009,Action | Comedy | Crime,Arshad Warsi | Aashish Chaudhary | Yash Tonk | Udita Goswami,Ajay Chandhok
tt0438981,Silsiilay,2005,Drama,Tabu | Bhoomika Chawla | Riya Sen | Celina Jaitly,Khalid Mohamed
tt0439662,Fanaa,2006,Drama | Musical | Romance,Aamir Khan | Kajol | Rishi Kapoor | Tabu,Kunal Kohli
tt0439754,Pyaar Mein Twist,2005,Comedy | Drama | Musical,Rishi Kapoor | Dimple Kapadia | Vikas Bhalla | Emma Bunton,Hriday Shetty
tt0439872,Wajahh: A Reason to Kill,2004,Thriller,Arbaaz Khan | Gracy Singh | Shamita Shetty | Zulfi Sayed,Gautam Adhikari
tt0441048,Dhoom:2,2006,Action | Thriller,Abhishek Bachchan | Uday Chopra | Hrithik Roshan | Aishwarya Rai Bachchan,Sanjay Gadhvi
tt0442606,Mulaqaat,2002,Drama | Thriller,Vinay Anand | Arun Bakshi | Rita Bhaduri | Milind Gunaji,K. Ravi Shankar
tt0442764,Dil Jo Bhi Kahey...,2005,Romance,Amitabh Bachchan | Revathy | Karan Sharma | Annabelle Wallis,Romesh Sharma
tt0442799,Kis Kis Ki Kismat,2004,Comedy,Mallika Sherawat | Rati Agnihotri | Kurush Deboo | Tinnu Anand,Govind Menon
tt0442855,Vaada,2005,Romance | Mystery | Drama,Arjun Rampal | Zayed Khan | Ameesha Patel | Alok Nath,Satish Kaushik
tt0443208,Rog,2005,Mystery | Romance | Thriller,Irrfan Khan | Suhel Seth | Himanshu Malik | Shyamoli Varma,Himanshu Brahmbhatt
tt0443331,Milenge Milenge,2010,Drama | Romance,Kareena Kapoor | Shahid Kapoor | Aarti Chhabria | Delnaaz Irani,Satish Kaushik
tt0443594,Naina,2005,Drama | Horror | Mystery,Urmila Matondkar | Anuj Sawhney | Malavikka | Amardeep Jha,Shripal Morakhia
tt0443708,Page 3,2005,Drama,Konkona Sen Sharma | Atul Kulkarni | Sandhya Mridul | Tara Sharma,Madhur Bhandarkar
tt0444767,A Sublime Love Story: Barsaat,2005,Romance,Bobby Deol | Bipasha Basu | Priyanka Chopra | Gajendra Chouhan,Suneel Darshan
tt0444769,Blackmail,2005,Action | Drama | Thriller,Ajay Devgn | Sunil Shetty | Priyanka Chopra | Dia Mirza,Anil Devgan
tt0444781,Deewane Huye Paagal,2005,Comedy | Romance,Akshay Kumar | Sunil Shetty | Shahid Kapoor | Rimi Sen,Vikram Bhatt
tt0444820,Fareb,2005,Drama | Thriller,Shilpa Shetty | Manoj Bajpayee | Shamita Shetty | Parmeet Sethi,Deepak Tijori
tt0444840,Humko Deewana Kar Gaye,2006,Romance,Akshay Kumar | Katrina Kaif | Bipasha Basu | Bhagyashree,Raj Kanwar
tt0444849,Karam,2005,Crime | Thriller,John Abraham | Priyanka Chopra | Bharat Dabholkar | Vishwajeet Pradhan,Sanjay F. Gupta
tt0444874,Main Aisa Hi Hoon,2005,Musical | Drama,Ajay Devgn | Sushmita Sen | Esha Deol | Anupam Kher,Harry Baweja
tt0444913,Tango Charlie,2005,Action | Drama | War,Ajay Devgn | Bobby Deol | Sanjay Dutt | Sunil Shetty,Mani Shankar
tt0444915,Tathastu,2006,Drama,Sanjay Dutt | Ameesha Patel | Jayapradha | Gulshan Grover,Anubhav Sinha
tt0445022,Jurm,2005,Thriller,Bobby Deol | Lara Dutta | Milind Gunaji | Shakti Kapoor,Vikram Bhatt
tt0445056,Sheesha,2005,Drama | Romance | Thriller,Neha Dhupia | Elidh MacQueen | Niju Mavani | Nares Ngamseera,Ashu Trikha
tt0447235,Kiss Kis Ko,2004,Musical,Chaitanya Bhosle | Sherrin Verghese | Bhumika Puri | Aparna Kumesh,Sharad Sharan
tt0447890,Chaahat Ek Nasha...,2005,Romance,Aryan Vaid | Manisha Koirala | Preeti Jhangiani | Sharad S. Kapoor,Jay Prakash | Surya Prakash
tt0448121,Sins,2005,Drama | Romance,Vinod Pande | Shiney Ahuja | Seema Rahmani,Vinod Pande
tt0448206,Bunty Aur Babli,2005,Adventure | Comedy | Crime,Amitabh Bachchan | Rani Mukerji | Abhishek Bachchan | Kiran Juneja,Shaad Ali
tt0449189,Banaras,2006,Musical | Drama,Urmila Matondkar | Ashmit Patel | Dimple Kapadia | Raj Babbar,Pankaj Parashar
tt0449228,Dosti: Friends Forever,2005,Romance,Akshay Kumar | Bobby Deol | Kareena Kapoor | Lara Dutta,Suneel Darshan
tt0449306,Lucky: No Time for Love,2005,Musical | Drama | Romance,Salman Khan | Sneha Ullal | Mithun Chakraborty | Kader Khan,Radhika Rao | Vinay Sapru
tt0449389,Shaadi No. 1,2005,Comedy,Fardeen Khan | Zayed Khan | Sharman Joshi | Esha Deol,David Dhawan
tt0449870,Chehraa,2005,Thriller,Bipasha Basu | Dino Morea | Preeti Jhangiani | Irrfan Khan,Saurabh Shukla
tt0449982,Hum Dum,2005,Comedy | Romance,Romit Raaj | Anjana Sukhani | Benjamin Gilani | Tanvi Azmi,Kushan Nandy
tt0449994,Jodhaa Akbar,2008,Action | Adventure | Biography,Hrithik Roshan | Aishwarya Rai Bachchan | Sonu Sood | Poonam Sinha,Ashutosh Gowariker
tt0449999,Kabhi Alvida Naa Kehna,2006,Drama,Shah Rukh Khan | Rani Mukerji | Amitabh Bachchan | Preity Zinta,Karan Johar
tt0451631,Apaharan,2005,Action | Crime | Drama,Ajay Devgn | Nana Patekar | Bipasha Basu | Ayub Khan,Prakash Jha
tt0451639,Bachke Rehna Re Baba,2005,Comedy,Rekha | Mallika Sherawat | Paresh Rawal | Satish Shah,Govind Menon
tt0451787,Kyon Ki...,2005,Drama | Romance,Salman Khan | Kareena Kapoor | Rimi Sen | Jackie Shroff,Priyadarshan
tt0451803,Maine Pyaar Kyun Kiya,2005,Comedy | Drama | Romance,Salman Khan | Sushmita Sen | Katrina Kaif | Sohail Khan,David Dhawan
tt0451824,My Wife's Murder,2005,Thriller,Anil Kapoor | Suchitra Krishnamoorthi | Nandana Sen | Rajesh Tandon,Jijy Philip
tt0451833,No Entry,2005,Comedy | Drama | Musical,Anil Kapoor | Salman Khan | Fardeen Khan | Bipasha Basu,Anees Bazmee
tt0451850,Paheli,2005,Fantasy | Romance,Shah Rukh Khan | Anupam Kher | Rani Mukerji | Amitabh Bachchan,Amol Palekar
tt0451919,Socha Na Tha,2005,Romance | Comedy,Abhay Deol | Ayesha Takia | Ayesha Jhulka | Apoorva Jha,Imtiaz Ali
tt0451983,Zeher,2005,Thriller,Emraan Hashmi | Shamita Shetty | Udita Goswami | Sameer Kochhar,Mohit Suri
tt0453582,7 1/2 Phere: More Than a Wedding,2005,Comedy | Drama,Juhi Chawla | Irrfan Khan | Manoj Pahwa | Nina Kulkarni,Ishaan Trivedi
tt0453671,Garam Masala,2005,Comedy,Akshay Kumar | John Abraham | Paresh Rawal | Rimi Sen,Priyadarshan
tt0453729,Iqbal,2005,Drama,Naseeruddin Shah | Girish Karnad | Shreyas Talpade | Shweta Prasad,Nagesh Kukunoor
tt0453748,Kuchh Meetha Ho Jaye,2005,Comedy | Romance,Arshad Warsi | Mahima Chaudhry | Parvin Dabas | Sandhya Mridul,Samar Khan
tt0454396,Aryan: Unbreakable,2006,Drama,Sohail Khan | Sneha Ullal | Inder Kumar | Farida Jalal,Abhishek Kapoor
tt0454429,Chingaari,2006,Drama,Sushmita Sen | Mithun Chakraborty | Anuj Sawhney | Ila Arun,Kalpana Lajmi
tt0456144,Lage Raho Munna Bhai,2006,Comedy | Drama | Romance,Sanjay Dutt | Arshad Warsi | Vidya Balan | Boman Irani,Rajkumar Hirani
tt0456165,Salaam Namaste,2005,Comedy | Drama | Romance,Saif Ali Khan | Preity Zinta | Arshad Warsi | Tania Zaetta,Siddharth Anand
tt0456413,Fight Club: Members Only,2006,Action | Comedy,Sunil Shetty | Sohail Khan | Zayed Khan | Dino Morea,Vikram Chopra
tt0456481,Jaan-E-Mann: Let's Fall in Love... Again,2006,Musical | Romance,Salman Khan | Akshay Kumar | Preity Zinta | Anupam Kher,Shirish Kunder
tt0456500,Kyaa Kool Hai Hum,2005,Comedy | Mystery,Tusshar Kapoor | Ritesh Deshmukh | Isha Koppikar | Neha Dhupia,Sangeeth Sivan
tt0456549,Mr Ya Miss,2005,Comedy,Antara Mali | Ritesh Deshmukh | Divya Dutta | Aftab Shivdasani,Antara Mali | Satchit Puranik
tt0456558,Nazar,2005,Thriller,Meera | Ashmit Patel | Koel Purie | Neena Gupta,Soni Razdan
tt0457875,Ek Ajnabee,2005,Action | Adventure | Crime,Amitabh Bachchan | Arjun Rampal | Perizaad Zorabian | Rucha Vaidya,Apoorva Lakhia
tt0457940,Home Delivery: Aapko... Ghar Tak,2005,Comedy | Romance,Vivek Oberoi | Mahima Chaudhry | Ayesha Takia | Boman Irani,Sujoy Ghosh
tt0458017,Mixed Doubles,2006,Comedy | Drama,Konkona Sen Sharma | Ranvir Shorey | Koel Purie | Saurabh Shukla,Rajat Kapoor
tt0458027,Mumbai Godfather,2005,Action | Crime | Drama,Seema Biswas | Vikram Singh | Bhumika | Govind Namdeo,Deepak Balraj Vij
tt0459133,Shabnam Mausi,2005,Drama,Ashutosh Rana | Sujeet Chaubey | Divya Desai | Jasvvant Khera,Yogesh Bharadwaj
tt0459293,"Gandhi, My Father",2007,Biography | Drama | History,Akshaye Khanna | Darshan Jariwala | Shefali Shetty | Bhoomika Chawla,Feroz Abbas Khan
tt0459423,Kahaani Gudiya Ki...: True Story of a Woman,2008,Drama,Divya Dutta | Arif Zakaria | Rajpal Yadav | Somed Agarwal,Prabhakar Shukla
tt0459475,Naam Gum Jaayega,2005,Thriller,Raqesh Vashisth | Dia Mirza | Aryan Vaid | Mandira Bedi,Amol Shetge
tt0459605,Eklavya: The Royal Guard,2007,Action | Drama | Thriller,Amitabh Bachchan | Saif Ali Khan | Sanjay Dutt | Vidya Balan,Vidhu Vinod Chopra
tt0461209,Ek Khiladi Ek Haseena,2005,Comedy | Crime | Thriller,Fardeen Khan | Koena Mitra | Kay Kay Menon | Rakhi Sawant,Suparn Verma
tt0461258,Kal: Yesterday and Tomorrow,2005,Drama | Mystery | Thriller,Shiney Ahuja | Murad Ali | Ahmed Chaudhary | Gopi Desai,Ruchi Narain
tt0461323,Pyare Mohan,2006,Comedy | Drama | Romance,Fardeen Khan | Vivek Oberoi | Esha Deol | Amrita Rao,Indra Kumar | Kookie V. Gulati
tt0461936,Don,2006,Action | Crime | Thriller,Shah Rukh Khan | Priyanka Chopra | Arjun Rampal | Isha Koppikar,Farhan Akhtar
tt0463279,02-Oct,2003,Crime,Ashutosh Rana | Saadhika | Sharat Saxena | Rocky Verma,Sunil Tiwari
tt0464160,Chup Chup Ke,2006,Comedy | Drama | Romance,Kareena Kapoor | Shahid Kapoor | Paresh Rawal | Neha Dhupia,Priyadarshan | Kookie V. Gulati
tt0466208,Bhairav,2001,Action,Hemant Birje | Mithun Chakraborty | Jack Gaud | Brij Gopal,T.L.V. Prasad
tt0466367,Chand Sa Roshan Chehra,2005,Romance,Samir Aftab | Talat Aziz | Tamannaah Bhatia | Kurush Deboo,Shabah Shamsi
tt0466398,Ssukh,2005,Comedy | Family | Romance,Aarti Chhabria | Jackie Shroff | Mahesh Anand | Rana Jung Bahadur,Kirti Kumar
tt0466460,Khosla's Nest,2006,Comedy | Crime | Drama,Anupam Kher | Boman Irani | Parvin Dabas | Tara Sharma,Dibakar Banerjee
tt0466546,The Film,2005,Drama | Thriller,Nassar Abdulla | Ravi Baswani | Rakesh Bedi | Mahima Chaudhry,Junaid Memon
tt0466580,Siskiyaan,2005,Drama | Thriller,Sanjay Chauhan | Neha Dhupia | Sachin Khedekar | Preeti Puri,Ashwini Chaudhary
tt0470398,Kasak,2005,Drama,Lucky Ali | Meera | Mukesh Tiwari | Nandini,Rajiv Babbar
tt0470521,Saawan... The Love Season,2006,Romance,Salman Khan | Saloni Aswani | Kapil Jhaveri | Prem Chopra,Saawan Kumar Tak
tt0470614,Yun Hota Toh Kya Hota: What If...?,2006,Drama,Konkona Sen Sharma | Irrfan Khan | Ayesha Takia | Jimmy Shergill,Naseeruddin Shah
tt0470869,Neal 'N' Nikki,2005,Comedy | Musical | Romance,Uday Chopra | Tanisha | Abhishek Bachchan | Richa Pallod,Arjun Sablok
tt0471646,Darwaza Bandh Rakho,2006,Comedy | Crime | Drama,Ishrat Ali | Abhay Bhargav | Snehal Dabi | Divya Dutta,J.D. Chakravarthi
tt0473310,Ram Gopal Varma's Indian Flames,2007,Action | Adventure | Comedy,Amitabh Bachchan | Mohanlal | Ajay Devgn | Vinod Jaywant,Ram Gopal Varma
tt0473367,Jaane Tu... Ya Jaane Na,2008,Comedy | Drama | Romance,Imran Khan | Genelia D'Souza | Manjari Phadnis | Ayaz Khan,Abbas Tyrewala
tt0473567,...Yahaan,2005,Romance,Jimmy Shergill | Minissha Lamba | Yashpal Sharma | Mukesh Tiwari,Shoojit Sircar
tt0475627,Shikhar,2005,Drama | Musical | Romance,Ajay Devgn | Shahid Kapoor | Bipasha Basu | Amrita Rao,John Mathew Matthan
tt0475645,Vaah! Life Ho Toh Aisi!,2005,Comedy | Family | Musical,Shahid Kapoor | Amrita Rao | Sanjay Dutt | Arshad Warsi,Mahesh Manjrekar
tt0476527,Bluffmaster!,2005,Comedy | Romance | Thriller,Abhishek Bachchan | Priyanka Chopra | Ritesh Deshmukh | Nana Patekar,Rohan Sippy
tt0476550,God Tussi Great Ho,2008,Comedy | Drama | Romance,Amitabh Bachchan | Salman Khan | Priyanka Chopra | Anupam Kher,Rumi Jaffery
tt0476729,Aksar,2006,Drama | Romance,Rajat Bedi | Till Dilumière | Udita Goswami | Hendrik Greis,Anant Mahadevan
tt0476762,Big Brother,2007,Action | Crime,Sunny Deol | Priyanka Chopra | Vikas Anand | Manoj Bhatia,Guddu Dhanoa
tt0476805,Malamaal Weekly,2006,Comedy | Drama | Romance,Paresh Rawal | Om Puri | Ritesh Deshmukh | Reema Sen,Priyadarshan
tt0476819,Nehlle Pe Dehlla,2007,Comedy | Thriller,Saif Ali Khan | Bipasha Basu | Neha Dhupia | Sanjay Dutt,Ajay Chandhok
tt0476848,Ramji Londonwaley,2005,Comedy | Drama | Family,Madhavan | Samita Bangargi | Satish Shah | Akhilendra Mishra,Sanjay Dayma
tt0476884,Taxi No. 9 2 11: Nau Do Gyarah,2006,Comedy | Drama | Thriller,Nana Patekar | John Abraham | Sonali Kulkarni | Sameera Reddy,Milan Luthria
tt0476888,"Tom, Dick, and Harry",2006,Comedy | Romance,Rakesh Bedi | Bobby Darling | Avtar Gill | Gulshan Grover,Deepak Tijori
tt0477252,36 China Town,2006,Comedy | Mystery | Thriller,Akshaye Khanna | Kareena Kapoor | Shahid Kapoor | Paresh Rawal,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla
tt0477253,Aashiq Banaya Aapne: Love Takes Over,2005,Drama | Romance | Thriller,Tanushree Dutta | Preeti Ganguli | Emraan Hashmi | Ashwini Khalsekar,Aditya Datt
tt0477574,Bengal Tiger,2001,Action | Crime,Sandeep Bedi | Mithun Chakraborty | Roshini Jaffery | Raushani Jaffrey,Adarsh Jain
tt0477857,Sehar,2005,Action | Crime | Drama,Arshad Warsi | Pankaj Kapur | Mahima Chaudhry | Sushant Singh,Kabeer Kaushik
tt0478868,Koi Mere Dil Mein Hai,2005,Drama,Dia Mirza | Sadashiv Amrapurkar | Rita Bhaduri | Birbal,Deepak Ramsay
tt0479674,Gumnam Qatil,2001,Horror,Yunus Parvez | Mahesh Raj | Ghanshyam Rohera | Rakesh,Harinam Singh
tt0480572,Pyaar Ke Side Effects,2006,Comedy | Drama | Romance,Rahul Bose | Mallika Sherawat | Ranvir Shorey | Sharat Saxena,Saket Chaudhary
tt0482305,Ek Aur Visphot,2002,Crime,Makrand Deshpande | Kishori Godbole | Raza Murad | Mahavir Shah,M.I. Raj
tt0483029,Kyon?,2003,Crime,Vinay Apte | Ashok Beniwal | Chaitanya Chaudhary | Rahul Dev,Kalpana Lajmi
tt0483239,Bullet: Ek Dhamaka,2005,Action | Drama,Benjamin Gilani | Natalya Gudkova | Iqbal Khan | Asseem Merchant,Irfan Khan
tt0483282,Marshal,2002,Action,Ishrat Ali | Liyaqat Bari | Mithun Chakraborty | Charulatha,Manish R. Khandelwal
tt0484279,Miss India: The Mystery,2003,Mystery,Priyanka Chopra | Neha Dhupia | Dolly | Supriya Karnik,Pradeep Maini
tt0485272,Salaam-E-Ishq,2007,Comedy | Drama | Musical,Salman Khan | Priyanka Chopra | Anil Kapoor | Juhi Chawla,Nikhil Advani
tt0485466,Jawani Diwani: A Youthful Joyride,2006,Romance,Emraan Hashmi | Celina Jaitly | Hrishitaa Bhatt | Mahesh Manjrekar,Manish Sharma
tt0485513,"Main, Meri Patni... Aur Woh!",2005,Comedy | Drama | Romance,Naseeruddin Shah | Rajpal Yadav | Rituparna Sengupta | Kay Kay Menon,Chandan Arora
tt0485522,Umrao Jaan,2006,Drama | Romance,Aishwarya Rai Bachchan | Shabana Azmi | Sunil Shetty | Abhishek Bachchan,J.P. Dutta
tt0485551,Time Pass,2005,Romance,Sherlyn Chopra | Tanaaz Currim Irani | Adi Irani | Monica Patel,Chander Mishra
tt0486615,London Dreams,2009,Musical,Salman Khan | Om Puri | Ajay Devgn | Dilyana Bouklieva,Vipul Amrutlal Shah
tt0487148,Chand Bujh Gaya,2005,Drama | Thriller,Mukesh Ahuja | Ishrat Ali | Aliza | Neha Bam,Sharique Minhaj
tt0487149,Chetna: The Excitement,2005,Thriller,Jatin Grewal | Navneet Kaur | Kiran Kumar | Payal Rohatgi,N/A
tt0488287,Darwaza,2002,Horror,Arun Mathur | Anil Nagrath | Amit Pachori | Sapna,Kanti Shah
tt0488316,Mazaa Mazaa,2005,Romance,Farid Amiri | Mridula Baruah | Pankaj Berry | Camila Bordonaba,T.L.V. Prasad
tt0488381,Corporate,2006,Drama,Bipasha Basu | Kay Kay Menon | Raj Babbar | Rajat Kapoor,Madhur Bhandarkar
tt0488414,Omkara,2006,Action | Crime | Drama,Ajay Devgn | Kareena Kapoor | Saif Ali Khan | Konkona Sen Sharma,Vishal Bhardwaj
tt0488798,Welcome,2007,Comedy | Crime | Drama,Akshay Kumar | Nana Patekar | Anil Kapoor | Mallika Sherawat,Anees Bazmee
tt0488836,Hanuman,2005,Animation,Archi | Rajesh Jolly | Mukesh Khanna | Sushmita Mukherjee,V.G. Samant | Milind Ukey
tt0488840,Koi Aap Sa: But Lovers Have to Be Friends,2005,Comedy | Drama | Romance,Aftab Shivdasani | Anita Hassandani | Dipannita Sharma | Himanshu Malik,Partho Mitra
tt0488906,Zinda,2006,Action | Adventure | Drama,Sanjay Dutt | John Abraham | Lara Dutta | Celina Jaitly,Sanjay Gupta
tt0488976,C U at 9,2005,Drama | Horror | Mystery,Isaiah | Malavikka | Kanksha | Marlon Rodrigues,Marlon Rodrigues
tt0489028,Double Cross: Ek Dhoka,2005,Comedy,Ayesha Jhulka | Negar Khan | Sahil Khan,Vicky Tejwani
tt0489486,"Good Boy, Bad Boy",2007,Comedy | Musical | Romance,Tusshar Kapoor | Emraan Hashmi | Isha Sharvani | Tanushree Dutta,Ashwini Chaudhary
tt0489560,Shaadi Se Pehle,2006,Comedy | Musical | Romance,Akshaye Khanna | Ayesha Takia | Mallika Sherawat | Sunil Shetty,Satish Kaushik
tt0490170,Love Story 2050,2008,Action | Adventure | Drama,Harman Baweja | Priyanka Chopra | Boman Irani | Archana Puran Singh,Harry Baweja
tt0490210,Sarkar Raj,2008,Action | Crime | Drama,Amitabh Bachchan | Abhishek Bachchan | Aishwarya Rai Bachchan | Ravi Kale,Ram Gopal Varma
tt0490417,Gangobai,2002,Action,Prithvi | Satnam Kaur | Durgesh Nandni | Kiran Kumar,Jitendra Chawda
tt0490434,Kaaboo,2002,Action,Rajat Bedi | Sudesh Berry | Abhay Bhargav | Ishwar,Vicky Ranawat
tt0490454,Meri Aashiqui,2005,Romance,Rahul Roy | Himani Shivpuri | Prithvi Zutshi,N/A
tt0490475,Raghu More: Bachelor of Hearts,2003,Comedy,Anamika Goel | Sonika Kapoor | Mangala Kenkre | Faraha Khan,Iqbal Raj
tt0491724,Prarambh,2004,Drama,Mukesh Bhatt | Shama Deshpande | Sanjay Gandhi | Vijay Gupta,Kumar Dave
tt0493417,Fool N Final,2007,Action | Comedy | Romance,Shahid Kapoor | Ayesha Takia | Vivek Oberoi | Sunny Deol,Ahmed Khan
tt0493437,Apna Sapna Money Money,2006,Comedy | Musical | Romance,Bobby Darling | Ritesh Deshmukh | Avtar Gill | Vrajesh Hirjee,Sangeeth Sivan
tt0494290,Vivah,2006,Drama | Family | Musical,Shahid Kapoor | Amrita Rao | Anupam Kher | Alok Nath,Sooraj R. Barjatya
tt0495022,Ankahee,2006,Drama | Romance | Thriller,Aftab Shivdasani | Ameesha Patel | Esha Deol | Amin Hajee,Vikram Bhatt
tt0495032,Gangster,2006,Crime | Drama | Mystery,Kangana Ranaut | Shiney Ahuja | Emraan Hashmi | Gulshan Grover,Anurag Basu
tt0495034,Golmaal: Fun Unlimited,2006,Comedy,Ajay Devgn | Arshad Warsi | Sharman Joshi | Tusshar Kapoor,Rohit Shetty
tt0497606,Dansh,2005,Drama,Kay Kay Menon | Sonali Kulkarni | Aditya Srivastava | Vijay Raj,Kamika Verma | Kanika Verma
tt0497887,Bhola in Bollywood,2004,Comedy,Ali Asghar | Raj Babbar | Suresh Chatwal | Avtar Gill,Sumbul Gazi
tt0499041,Kalyug,2005,Action | Crime | Drama,Kunal Khemu | Deepal Shaw | Smiley Suri | Atul Parchure,Mohit Suri
tt0499375,Guru,2007,Biography | Drama | Musical,Mithun Chakraborty | Abhishek Bachchan | Aishwarya Rai Bachchan | Madhavan,Mani Ratnam
tt0758053,Saawariya,2007,Drama | Musical | Romance,Ranbir Kapoor | Sonam Kapoor | Salman Khan | Rani Mukerji,Sanjay Leela Bhansali
tt0770214,Kabul Express,2006,Action | Comedy | Drama,John Abraham | Arshad Warsi | Salman Shahid | Hanif Hum Ghum,Kabir Khan
tt0779768,Teesri Aankh: The Hidden Camera,2006,Action | Thriller,Sunny Deol | Ameesha Patel | Neha Dhupia | Mukesh Rishi,Harry Baweja
tt0795434,Namastey London,2007,Comedy | Drama | Romance,Akshay Kumar | Katrina Kaif | Rishi Kapoor | Clive Standen,Vipul Amrutlal Shah
tt0800956,Life in a Metro,2007,Comedy | Drama | Romance,Dharmendra | Irrfan Khan | Konkona Sen Sharma | Kay Kay Menon,Anurag Basu
tt0800981,Anthony Kaun Hai?,2006,Comedy | Thriller,Sanjay Dutt | Arshad Warsi | Minissha Lamba | Anusha Dhandekar,Raj Kaushal
tt0805184,Bhagam Bhag,2006,Comedy | Mystery | Romance,Akshay Kumar | Govinda | Paresh Rawal | Lara Dutta,Priyadarshan
tt0806088,Heyy Babyy,2007,Comedy | Drama,Akshay Kumar | Vidya Balan | Fardeen Khan | Ritesh Deshmukh,Sajid Khan
tt0807758,Partner,2007,Comedy | Romance,Salman Khan | Govinda | Lara Dutta | Katrina Kaif,David Dhawan
tt0808306,Honeymoon Travels Pvt. Ltd.,2007,Comedy | Drama | Romance,Ranvir Shorey | Dia Mirza | Abhay Deol | Minissha Lamba,Reema Kagti
tt0810058,Aap Ki Khatir,2006,Romance,Akshaye Khanna | Priyanka Chopra | Ameesha Patel | Dino Morea,Dharmesh Darshan
tt0811066,Shootout at Lokhandwala,2007,Action | Crime | Drama,Sanjay Dutt | Amitabh Bachchan | Arbaaz Khan | Sunil Shetty,Apoorva Lakhia
