imdbId,title,releaseYear,genre,actors,directors
tt0330082,Boom,2003,Action | Crime | Mystery,Amitabh Bachchan | Jackie Shroff | Gulshan Grover | Padma Lakshmi,Kaizad Gustad
tt0330217,Dil Ka Rishta,2003,Romance,Arjun Rampal | Aishwarya Rai Bachchan | Priyanshu Chatterjee | Rakhee Gulzar,Naresh Malhotra
tt0330783,Pran Jaaye Par Shaan Na Jaaye,2003,Drama | Comedy,Raveena Tandon | Namrata Shirodkar | Rinke Khanna | Divya Dutta,Sanjay Jha
tt0330843,Saathiya,2002,Drama | Romance,Vivek Oberoi | Rani Mukerji | Tanuja | Satish Shah,Shaad Ali
tt0331216,Chor Machaaye Shor,2002,Action | Comedy | Crime,Bobby Deol | Om Puri | Paresh Rawal | Shekhar Suman,David Dhawan
tt0331256,Gunaah,2002,Crime | Drama,Bipasha Basu | Dino Morea | Ashutosh Rana | Banjara,Amol Shetge
tt0331421,Akhiyon Se Goli Maare,2002,Comedy,Govinda | Raveena Tandon | Kader Khan | Shakti Kapoor,Harmesh Malhotra
tt0331453,Chhal,2002,Action | Thriller | Drama,Kay Kay Menon | Jaya Seal | Naved Aslam | Shri Vallabh Vyas,Hansal Mehta
tt0331479,Ek Chhotisi Love Story,2002,Comedy | Drama | Fantasy,Saroj Bhargava | Manisha Koirala | Aditya Seal | Ranvir Shorey,Shashilal K. Nair
tt0331639,Shakthi: The Power,2002,Action | Drama,Karisma Kapoor | Nana Patekar | Sanjay Kapoor | Jai Gidwani,Krishna Vamshi
tt0331851,Armaan,2003,Drama | Family | Romance,Amitabh Bachchan | Anil Kapoor | Preity Zinta | Gracy Singh,Honey Irani
tt0332766,Sur: The Melody of Life,2002,Drama | Musical,Lucky Ali | Simone Singh | Achint Kaur | Ehsan Khan,Tanuja Chandra
tt0335044,Dil Vil Pyar Vyar,2002,Romance,Madhavan | Jimmy Shergill | Sanjay Suri | Namrata Shirodkar,Anant Mahadevan
tt0335592,Pyaasa,2002,Romance |Drama |Musical,Aftab Shivdasani | Anang Desai | Dinesh Hingoo | Smita Jaykar,A. Muthu
tt0337578,Baghban,2003,Drama | Romance,Amitabh Bachchan | Hema Malini | Aman Verma | Samir Soni,Ravi Chopra
tt0337633,Hathyar: Face to Face with Reality,2002,Action | Thriller | Crime,Sanjay Dutt | Shilpa Shetty | Sharad S. Kapoor | Shakti Kapoor,Mahesh Manjrekar
tt0337652,Jeena Sirf Merre Liye,2002,Romance,Vijayendra Ghatge | Kareena Kapoor | Tusshar Kapoor | Kader Khan,Talat Jani
tt0337971,Deewangee,2002,Crime | Thriller | Drama,Ajay Devgn | Akshaye Khanna | Urmila Matondkar | Farida Jalal,Anees Bazmee
tt0337998,Ek Hindustani,2003,Action,Sunil Shetty | Raveena Tandon | Mohan Joshi | Mohnish Bahl,Tinnu Anand
tt0338477,Talaash: The Hunt Begins...,2003,Action | Adventure | Crime,Rakhee Gulzar | Akshay Kumar | Kareena Kapoor | Pooja Batra,Suneel Darshan
tt0338566,Yeh Kya Ho Raha Hai?,2002,Comedy | Romance,Prashant Chianani | Aamir Ali Malik | Vaibhav Jhalani | Yash Pandit,Hansal Mehta
tt0338721,Annarth,2002,Action | Thriller,Sanjay Dutt | Sunil Shetty | Ashutosh Rana | Preeti Jhangiani,Ravi Dewan
tt0338959,Ek Se Badhkar Ek,2004,Comedy | Thriller,Sunil Shetty | Raveena Tandon | Shekhar Suman | Isha Koppikar,Kundan Shah
tt0339878,Waah! Tera Kya Kehna,2002,Comedy,Govinda | Raveena Tandon | Preeti Jhangiani | Shakti Kapoor,Manoj Agrawal
tt0340178,Jaal: The Trap,2003,Action | Musical | Drama,Sunny Deol | Tabu | Reema Sen | Anupam Kher,Guddu Dhanoa
tt0340464,Zindagi Khoobsoorat Hai,2002,Drama | Family,Gurdas Mann | Tabu | Ashish Vidyarthi | Rajit Kapoor,Manoj Punj
tt0341266,Bhoot,2003,Horror | Thriller,Ajay Devgn | Urmila Matondkar | Nana Patekar | Rekha,Ram Gopal Varma
tt0341458,Maseeha,2002,Action | Crime | Drama,Sunil Shetty | Namrata Shirodkar | Inder Kumar | Manek Bedi,Partho Ghosh
tt0341549,Rishtey,2002,Family,Anil Kapoor | Karisma Kapoor | Shilpa Shetty | Kaivalya Chheda,Indra Kumar
tt0341562,Satta,2003,Crime | Drama,Raveena Tandon | Atul Kulkarni | Shri Vallabh Vyas | Govind Namdeo,Madhur Bhandarkar
tt0342624,Karz: The Burden of Truth,2002,Action,Sunny Deol | Sunil Shetty | Shilpa Shetty | Ashutosh Rana,Harry Baweja
tt0345043,Chura Liyaa Hai Tumne,2003,Action | Drama | Mystery,Zayed Khan | Esha Deol | Gulshan Grover | Rakhi Sawant,Sangeeth Sivan
tt0345102,Danger,2002,Crime | Drama | Thriller,Ashutosh Rana | Tara Deshpande | Jas Arora | Shishir Sharma,Govind Menon
tt0345594,Love at Times Square,2003,Drama,Dev Anand | Heenee Kaushik | Shoib Khan | Chaitanya Chaudhary,Dev Anand
tt0346457,The Rising: Ballad of Mangal Pandey,2005,Biography | Drama | History,Aamir Khan | Rani Mukerji | Toby Stephens | Coral Beed,Ketan Mehta
tt0346507,Andaaz,2003,Drama | Musical | Romance,Akshay Kumar | Lara Dutta | Priyanka Chopra | Rajeev Verma,Raj Kanwar
tt0346548,Avgat,2001,Action | Crime | Drama,Ajinkya Deo | Nethra Raghuraman | Sayaji Shinde | Rohini Hattangadi,Mohan Sharma
tt0346723,Chalte Chalte,2003,Drama | Romance,Shah Rukh Khan | Rani Mukerji | Jas Arora | Satish Shah,Aziz Mirza
tt0347167,The Hero: Love Story of a Spy,2003,Action | Adventure | Drama,Sunny Deol | Preity Zinta | Priyanka Chopra | Amrish Puri,Anil Sharma
tt0347278,Jhankaar Beats,2003,Comedy | Musical | Romance,Sanjay Suri | Rahul Bose | Juhi Chawla | Rinke Khanna,Sujoy Ghosh
tt0347304,Kal Ho Naa Ho,2003,Comedy | Drama | Romance,Shah Rukh Khan | Preity Zinta | Saif Ali Khan | Jaya Bhaduri,Nikhil Advani | Ron Reid Jr.
tt0347332,Khakee,2004,Action | Drama,Amitabh Bachchan | Akshay Kumar | Ajay Devgn | Aishwarya Rai Bachchan,Rajkumar Santoshi
tt0347416,LOC: Kargil,2003,Drama | War,Sanjay Dutt | Ajay Devgn | Saif Ali Khan | Sunil Shetty,J.P. Dutta
tt0347473,Main Hoon Na,2004,Action | Comedy | Romance,Shah Rukh Khan | Sushmita Sen | Sunil Shetty | Zayed Khan,Farah Khan
tt0347779,Pinjar,2003,Drama,Urmila Matondkar | Manoj Bajpayee | Sanjay Suri | Sandali Sinha,Chandra Prakash Dwivedi
tt0348172,Tehzeeb,2003,Drama,Shabana Azmi | Urmila Matondkar | Arjun Rampal | Dia Mirza,Khalid Mohamed
tt0348190,Tere Liye,2001,Drama | Family | Musical,Imran Ahmed Khan | Sonali Khare | Neelu Kohli | Hiten Paintal,Sanjay Gadhvi
tt0348258,Tujhe Meri Kasam,2003,Romance,Ritesh Deshmukh | Shakti Kapoor | Supriya Karnik | Satish Shah,Vijay K. Bhaskar
tt0348521,Aapko Pehle Bhi Kahin Dekha Hai,2003,Action | Comedy | Drama,Pummy Brar | Priyanshu Chatterjee | Crystal | Harry,Anubhav Sinha
tt0348656,Khushi,2003,Action | Drama | Romance,Fardeen Khan | Kareena Kapoor | Amrish Puri | Amitabh Bachchan,Surya S.J. | Sunil Kumar Agrawal
tt0348662,Kucch To Hai,2003,Drama | Horror | Mystery,Ashay Chitre | Esha Deol | Anita Hassandani | Vrajesh Hirjee,Anurag Basu | Anil V. Kumar
tt0348824,Chalo Ishq Ladaaye,2002,Comedy | Romance,Govinda | Kader Khan | Rani Mukerji | Zohra Segal,Aziz Sejawal
tt0348843,Jism,2003,Drama | Romance | Thriller,Bipasha Basu | John Abraham | Gulshan Grover | Vinay Pathak,Amit Saxena
tt0349058,88 Antop Hill,2003,Thriller,Atul Kulkarni | Rahul Dev | Suchitra Pillai-Malik | Shweta Menon,Kushan Nandy
tt0349115,Baaz: A Bird in Danger,2003,Thriller,Jackie Shroff | Sunil Shetty | Karisma Kapoor | Dino Morea,Tinnu Verma
tt0349333,Darna Mana Hai,2003,Horror | Adventure,Sameera Reddy | Antara Mali | Sohail Khan | Saif Ali Khan,Prawaal Raman
tt0349620,Inteqam: The Perfect Game,2004,Action |Romance,Manoj Bajpayee | Isha Koppikar | Nethra Raghuraman | Parmita Katkar,Pankaj Parashar
tt0349679,Khwahish,2003,Drama | Romance | Musical,Himanshu Malik | Mallika Sherawat | Shivaji Satam | Mahmud Babai,Govind Menon
tt0349703,Kyun! Ho Gaya Na...,2004,Comedy | Drama | Romance,Amitabh Bachchan | Vivek Oberoi | Aishwarya Rai Bachchan | Om Puri,Samir Karnik
tt0352314,Ek Hasina Thi,2004,Crime | Romance | Thriller,Saif Ali Khan | Urmila Matondkar | Seema Biswas | Aditya Srivastava,Sriram Raghavan
tt0352489,Kash... Aap Hamare Hote,2003,Family | Musical | Romance,Juhi Babbar | Sonu Nigam | Om Puri | Sharad S. Kapoor,Ravindra Peepat
tt0352830,Sssshhh...,2003,Horror | Mystery,Tanisha | Dino Morea | Karan Nath | Gaurav Kapoor,Pavan Kaul
tt0353351,Dhund: The Fog,2003,Adventure | Thriller,Amar Upadhyaya | Aditi Govitrikar | Apoorva Agnihotri | Divya Palat,Shyam Ramsay
tt0354538,Ek Aur Ek Gyarah: By Hook or by Crook,2003,Action | Comedy | Musical,Sanjay Dutt | Govinda | Amrita Arora | Nandini Singh,David Dhawan
tt0354786,Oops!,2003,Drama,Kiran Janjani | Vikas Sethi | Adyasha | Mink Singh,Deepak Tijori
tt0356982,Paanch,2003,Crime | Thriller,Kay Kay Menon | Aditya Srivastava | Joy Fernandes | Vijay Maurya,Anurag Kashyap
tt0357208,Stumped,2003,Comedy | Drama,Raveena Tandon | Alyy Khan | Salman Khan | Viju Khote,Gaurav Pandey
tt0358613,Om,2003,Action | Romance,Attin Bhalla | Sandali Sinha | Smita Jaykar | Pankaj Dheer,Ashok Honda
tt0362204,Supari,2003,Crime | Drama,Nandita Das | Uday Chopra | Rahul Dev | Purab Kohli,Padam Kumar
tt0362696,Haasil,2003,Crime | Drama | Romance,Jimmy Shergill | Hrishitaa Bhatt | Irrfan Khan | Ashutosh Rana,Tigmanshu Dhulia
tt0362771,Ishq Vishk,2003,Comedy | Romance,Shahid Kapoor | Amrita Rao | Shenaz Treasury | Vishal Malhotra,Ken Ghosh
tt0362902,Nayee Padosan,2003,Comedy,Vikas Kalantri | Anuj Sawhney | Aslam Khan | Mahek Chahal,B.H. Tharun Kumar
tt0363409,Aan: Men at Work,2004,Drama | Action,Shatrughan Sinha | Akshay Kumar | Sunil Shetty | Paresh Rawal,Madhur Bhandarkar
tt0363472,Bewafaa,2005,Drama,Anil Kapoor | Akshay Kumar | Kareena Kapoor | Sushmita Sen,Dharmesh Darshan
tt0363721,Joggers' Park,2003,Comedy | Romance,Victor Banerjee | Perizaad Zorabian | Divya Dutta | Khalid Siddiqui,Anant Balani
tt0363833,Mumbai Se Aaya Mera Dost,2003,Romance | Action | Adventure,Abhishek Bachchan | Lara Dutta | Chunky Pandey | Aditya Lakhia,Apoorva Lakhia
tt0364303,Dev,2004,Drama,Amitabh Bachchan | Om Puri | Fardeen Khan | Kareena Kapoor,Govind Nihalani
tt0364604,Plan,2004,Action | Thriller,Sanjay Dutt | Dino Morea | Sanjay Suri | Bikram Saluja,Hriday Shetty
tt0364621,Qayamat: City Under Threat,2003,Action | Romance | Thriller,Ajay Devgn | Sunil Shetty | Sanjay Kapoor | Arbaaz Khan,Harry Baweja
tt0366276,Calcutta Mail,2003,Thriller,Anil Kapoor | Rani Mukerji | Manisha Koirala | Satish Kaushik,Sudhir Mishra
tt0366630,Janasheen,2003,Musical | Action | Drama,Feroz Khan | Fardeen Khan | Celina Jaitly | Pinky Harwani,Feroz Khan
tt0366658,Kaise Kahoon Ke... Pyaar Hai,2003,Crime | Romance,Sunny Deol | Dharmendra | Amit Hingorani | Farida Jalal,Anil Kumar Sharma
tt0366761,Meenaxi: Tale of 3 Cities,2004,Romance |Drama,Tabu | Raghuvir Yadav | Nadira Babbar | Kunal Kapoor,M.F. Hussain
tt0366880,Parwana,2003,Romance |Drama,Ajay Devgn | Ameesha Patel | Pooja Batra | Jagdeep,Deepak Bahry
tt0366985,Rudraksh,2004,Fantasy | Sci-Fi,Sanjay Dutt | Bipasha Basu | Sunil Shetty | Isha Koppikar,Mani Shankar
tt0367110,Swades,2004,Drama,Shah Rukh Khan | Gayatri Joshi | Kishori Balal | Smith Seth,Ashutosh Gowariker
tt0368580,Asambhav,2004,Action | Adventure | Drama,Arjun Rampal | Naseeruddin Shah | Priyanka Chopra | Singh Surendra,Rajiv Rai
tt0368683,Desh,2002,Drama,Jaya Bhaduri | Sabyasachi Chakraborty | Subhendu Chatterjee | Gyanesh Mukherjee,Raja Sen
tt0368811,Jajantaram Mamantaram,2003,Fantasy | Family,Javed Jaffrey | Gulshan Grover | Joy Fernandes | Nishith Dadhich,Soumitra Ranade
tt0369516,Hawa,2003,Horror | Thriller,Tabu | Shahbaaz Khan | Mukesh Tiwari | Imran Khan,Guddu Dhanoa
tt0369637,Kuch Naa Kaho,2003,Drama | Romance,Aishwarya Rai Bachchan | Abhishek Bachchan | Satish Shah | Suhasini Mulay,Rohan Sippy
tt0371735,Hungama,2003,Comedy | Drama | Romance,Akshaye Khanna | Aftab Shivdasani | Rimi Sen | Paresh Rawal,Priyadarshan
tt0371775,Khel,2003,Action | Thriller,Sunny Deol | Sunil Shetty | Ajay Jadeja | Celina Jaitly,Yusuf Khan
tt0371922,Saaya,2003,Action | Drama | Horror,John Abraham | Tara Sharma | Mahima Chaudhry | Zohra Segal,Anurag Basu
tt0373856,Gangaajal,2003,Crime | Drama,Ajay Devgn | Gracy Singh | Mohan Joshi | Yashpal Sharma,Prakash Jha
tt0373970,Khanjar,2003,Action,Sunil Shetty | Tabu | Gulshan Grover | Pankaj Dheer,Chander Sharma
tt0373972,Khullam Khulla Pyaar Karen,2005,Comedy,Govinda | Preity Zinta | Prem Chopra | Sadashiv Amrapurkar,Harmesh Malhotra
tt0374271,Tere Naam,2003,Romance,Salman Khan | Bhoomika Chawla | Mahima Chaudhry | Sachin Khedekar,Satish Kaushik
tt0374660,Footpath,2003,Action | Crime | Drama,Aftab Shivdasani | Bipasha Basu | Rahul Dev | Emraan Hashmi,Vikram Bhatt
tt0374848,Main Madhuri Dixit Banna Chahti Hoon!,2003,Drama | Comedy,Antara Mali | Rajpal Yadav | Asif Basra | Rita Bhaduri,Chandan Arora
tt0374887,Munnabhai M.B.B.S.,2003,Comedy | Crime,Sunil Dutt | Sanjay Dutt | Arshad Warsi | Gracy Singh,Rajkumar Hirani
tt0375611,Black,2005,Drama,Amitabh Bachchan | Rani Mukerji | Shernaz Patel | Ayesha Kapoor,Sanjay Leela Bhansali
tt0375733,Encounter: The Killing,2002,Crime | Drama,Naseeruddin Shah | Dilip Prabhavalkar | Tara Deshpande | Akash Khurana,Ajay Phansekar
tt0377126,Basti,2003,Action | Crime,Sadashiv Amrapurkar | Liyaqat Bari | Brij Gopal | Rajendra Gupta,N/A
tt0377131,Raghu Romeo,2003,Comedy,Vijay Raaz | Sadiya Siddiqui | Saurabh Shukla | Maria Goretti,Rajat Kapoor
tt0377340,Aetbaar,2004,Drama | Musical | Romance,Amitabh Bachchan | John Abraham | Bipasha Basu | Supriya Pilgaonkar,Vikram Bhatt
tt0378025,Hawayein,2003,Drama | Romance,Babbu Mann | Ammtoje Mann | Mahie Gill | Mukul Dev,Ammtoje Mann
tt0378072,Hum Tum,2004,Drama | Romance | Comedy,Saif Ali Khan | Rani Mukerji | Kiron Kher | Rati Agnihotri,Kunal Kohli
tt0378157,Kagaar: Life on the Edge,2003,Crime | Drama,Om Puri | Nandita Das | Amitabh Dayal | Aditya Kotdar,N. Chandra
tt0379818,I Proud to Be an Indian,2004,Action,Sohail Khan | Tim Lawrence | Scott Hinds | Phil Jones,Puneet Sira
tt0380337,Ek Din 24 Ghante,2003,Thriller,Rahul Bose | Ahmed Chaudhary | Nandita Das | Vinit Kumar,Anant Balani
tt0381090,Chupke Se,2003,Comedy | Musical | Romance,Zulfi Sayed | Masumeh Makhija | Rati Agnihotri | Tinnu Anand,Shona Urvashi
tt0381408,Market,2003,Drama | Musical,Manisha Koirala | Suman Ranganathan | Aryan Vaid | Shweta Menon,Jay Prakash
tt0382176,Master,2001,Action,Suneil Anand | Ting Leung | Sadashiv Amrapurkar | Leher Kala,Suneil Anand
tt0382188,Mumbai Matinee,2003,Romance | Comedy,Rahul Bose | Perizaad Zorabian | Vijay Raaz | Saurabh Shukla,Anant Balani
tt0382383,Yuva,2004,Action | Adventure | Crime,Ajay Devgn | Abhishek Bachchan | Rani Mukerji | Vivek Oberoi,Mani Ratnam
tt0382385,Zameen,2003,Action,Ajay Devgn | Abhishek Bachchan | Bipasha Basu | Mukesh Tiwari,Rohit Shetty
tt0383719,Xcuse Me,2003,Comedy,Sharman Joshi | Sahil Khan | Anil Chaudhary | Snehal Dabi,N. Chandra
tt0384491,Samay: When Time Strikes,2003,Thriller,Sushmita Sen | Lucy Bartholomew | Tushar Dalvi | Jatin Karia,Robby Grewal
tt0385351,Yeh Lamhe Judaai Ke,2004,Drama,Shah Rukh Khan | Raveena Tandon | Navneet Nishan | Avtar Gill,Birendra Nath Tiwari
tt0385564,Border Hindustan Ka,2003,Action | Romance,Faisal Khan | Rajat Bedi | Aditya Pancholi | Priya Gill,Yogesh Bharadwaj
tt0385782,Inteha,2003,Romance |Musical |Drama,Nauheed Cyrusi | Avtar Gill | Vidya Malvade | Ashmit Patel,Vikram Bhatt
tt0385982,Raja Bhaiya,2003,Comedy | Drama,Sadashiv Amrapurkar | Rakesh Bedi | Kajal Chakraborty | Aarti Chhabria,Raman Kumar
tt0386121,Woh Tera Naam Tha,2004,Romance,Arjan Bajwa | Rajat Bedi | Gaurav Chanana | Prem Chopra,Sandesh Kohli
tt0387164,Dhoop,2003,Drama,Om Puri | Revathy | Gul Panag | Preeti Dayal,Ashwini Chaudhary
tt0387325,Jodi Kya Banayi Wah Wah Ramji,2003,Comedy,Rotem Bar | Rakesh Bedi | Avtar Gill | Gulshan Grover,Raman Kumar
tt0387486,Patth,2003,Drama,Mukesh Ahuja | Abhay Bhargav | Suresh Chatwal | Milind Gunaji,Shivram Yadav
tt0387678,Waisa Bhi Hota Hai Part II,2003,Comedy | Action | Crime,Arshad Warsi | Prashant Narayanan | Sandhya Mridul | Pratima Kazmi,Shashanka Ghosh
tt0387989,Deewaar: Let's Bring Our Heroes Home,2004,War | Action | Drama,Amitabh Bachchan | Sanjay Dutt | Akshaye Khanna | Amrita Rao,Milan Luthria
tt0388315,Out of Control,2003,Comedy | Drama | Romance,Brande Roderick | Noemi Besedes | Hrishitaa Bhatt | Ritesh Deshmukh,Apurva Asrani | Ramanjit Juneja
tt0389726,Aanch,2003,Drama,Arun Bakshi | Suchindra Bali | Poonam Jhawer | Ayesha Jhulka,Rajesh Kumar Singh
tt0390532,Taj Mahal: A Monument of Love,2003,Drama | History | Romance,Shahbaaz Khan | Kulbhushan Kharbanda | Poornima Pathwardhan | Raghu Raj,Robin Khosla
tt0390614,Waqt: The Race Against Time,2005,Comedy | Drama | Musical,Amitabh Bachchan | Akshay Kumar | Priyanka Chopra | Shefali Shetty,Vipul Amrutlal Shah
tt0391079,Dil Pardesi Ho Gayaa,2003,Romance | Drama,Kapil Jhaveri | Saloni Aswani | Amrish Puri | Ashutosh Rana,Saawan Kumar Tak
tt0391099,Duplicate Sholay,2002,Comedy,Devaraj | Dimple | Feroz | Reena Kapoor,Kanti Shah
tt0391165,Fun2shh... Dudes in the 10th Century,2003,Comedy,Kavi Kumar Azad | Amitabh Bachchan | Charlie | Sweety Chhabra,Imtiaz Punjabi
tt0391187,Ghaav: The Wound,2002,Action | Crime | Drama,Pankaj Berry | Rahul Bhat | Seema Biswas | Gayatri,Kumar Jay
tt0391274,Kismat,2004,Action | Drama,Bobby Deol | Priyanka Chopra | Kabir Bedi | Sanjay Narvekar,Guddu Dhanoa
tt0392625,Pratha,2002,Action | Drama | Thriller,Deepak Bandhu | Ashney Shroff | Vicky Ahuja | Ravindra Bundela,Raja Bundela
tt0392950,Ishq Hai Tumse,2004,Romance,Beena Banerjee | Bipasha Basu | Mohan Gokhale | Vikram Gokhale,G. Krishna
tt0392951,Mudda: The Issue,2003,Drama,Arya Babbar | Prashant Narayanan | Aditya Srivastava | Rajat Kapoor,Saurabh Shukla
tt0396044,Hadh: Life on the Edge of Death,2001,Action | Crime | Drama,Shama Deshpande | Vikram Gokhale | Ayesha Jhulka | Sharad S. Kapoor,Thampi Kannanthanam
tt0396057,Hum Pyar Tumhi Se Kar Baithe,2002,Musical | Romance,Jugal Hansraj | Tina Rana | Sachin Khedekar | Vishnu Sharma,Mohan Singh Rathor
tt0396690,Kisna: The Warrior Poet,2005,Drama | Musical | Romance,Vivek Oberoi | Isha Sharvani | Antonia Bernath | Sushmita Sen,Subhash Ghai
tt0396782,Paisa Vasool,2004,Comedy,Manisha Koirala | Sushmita Sen | Sushant Singh | Mukesh Ahuja,Srinivas Bhashyam
tt0397882,Ab Tumhare Hawale Watan Saathiyo,2004,Action | Drama | Romance,Amitabh Bachchan | Akshay Kumar | Bobby Deol | Divya Khosla,Anil Sharma
tt0401532,Jaago,2004,Drama,Sanjay Kapoor | Raveena Tandon | Manoj Bajpayee | Puru Rajkumar,Mehul Kumar
tt0402014,Ab Tak Chhappan,2004,Crime | Drama | Thriller,Nana Patekar | Revathy | Yashpal Sharma | Mohan Agashe,Shimit Amin
tt0402606,Suno Sasurjee,2004,Action | Comedy | Musical,Aftab Shivdasani | Ameesha Patel | Gulshan Grover | Asrani,Vimal Kumar
tt0402607,Tum: A Dangerous Obsession,2004,Drama | Romance | Thriller,Manisha Koirala | Karan Nath | Rajat Kapoor | Nataneya Singh,Aruna Raje
tt0403935,Action Jackson,2014,Action | Drama | Romance,Sonakshi Sinha | Shahid Kapoor | Ajay Devgn | Sunil Shetty,Prabhudheva
tt0405024,Hum Kaun Hai?,2004,Horror | Drama | Mystery,Amitabh Bachchan | Dimple Kapadia | Dharmendra | Moushumi Chatterjee,Ravi Sharma Shankar
tt0405046,Insaaf: The Justice,2004,Drama,Dino Morea | Namrata Shirodkar | Sanjay Suri | Henna,Shrey Srivastava
tt0405266,Raincoat,2004,Drama | Romance,Ajay Devgn | Aishwarya Rai Bachchan | Annu Kapoor | Mouli Ganguly,Rituparno Ghosh
tt0405507,Murder,2004,Drama | Thriller,Mallika Sherawat | Ashmit Patel | Emraan Hashmi | Kashmira Shah,Anurag Basu
tt0405508,Rang De Basanti,2006,Drama,Aamir Khan | Siddharth | Sharman Joshi | Kunal Kapoor,Rakeysh Omprakash Mehra
tt0406977,Masti,2004,Comedy | Crime | Mystery,Aftab Shivdasani | Vivek Oberoi | Ritesh Deshmukh | Amrita Rao,Indra Kumar
tt0408837,Hawas,2004,Drama | Romance | Thriller,Shawar Ali | Tarun Arora | Madina | Meghna Naidu,Karan Razdan
tt0408976,Krishna Cottage,2004,Comedy | Fantasy | Horror,Sohail Khan | Isha Koppikar | Anita Hassandani | Rati Agnihotri,Santram Varma
tt0409068,Muskaan,2004,Romance,Aftab Shivdasani | Gracy Singh | Parvin Dabas | Gulshan Grover,Rohit Manash | Rohit Nayyar | Manish Robin | Manish Sharma
tt0409527,Shabd,2005,Drama,Sanjay Dutt | Aishwarya Rai Bachchan | Zayed Khan | Aakash Pandey,Leena Yadav
tt0409724,Bardaasht,2004,Drama,Bobby Deol | Lara Dutta | Rahul Dev | Ritesh Deshmukh,Eeshwar Nivas
tt0410591,Shart: The Challenge,2004,Romance,Amrita Arora | Asrani | Snehal Dabi | Vrajesh Hirjee,Puri Jagannadh
tt0411815,Run,2004,Action | Comedy | Romance,Abhishek Bachchan | Bhoomika Chawla | Mahesh Manjrekar | Vijay Raaz,Jeeva
tt0414040,Gayab,2004,Fantasy,Rasika Joshi | Tusshar Kapoor | Ikhlaq Khan | Antara Mali,Prawal Raman
tt0414503,Shaadi Ka Laddoo,2004,Comedy,Sanjay Suri | Mandira Bedi | Aashish Chaudhary | Divya Dutta,Raj Kaushal
tt0414713,Amu,2005,Drama,Konkona Sen Sharma | Yashpal Sharma | Brinda Karat | Ankur Khanna,Shonali Bose
tt0414714,Girlfriend,2004,Drama,Amrita Arora | Shantanu Chappana | Aashish Chaudhary | Isha Koppikar,Karan Razdan
tt0415003,Garv: Pride and Honour,2004,Action | Drama,Salman Khan | Shilpa Shetty | Arbaaz Khan | Farida Jalal,Puneet Issar
tt0415373,WOH,2004,Crime | Drama | Thriller,Priyanshu Chatterjee | Cleo Isaacs | Kasam | Ayub Khan,Raj N. Sippy
tt0415768,Dus,2005,Action | Crime | Thriller,Sanjay Dutt | Sunil Shetty | Abhishek Bachchan | Zayed Khan,Anubhav Sinha
tt0415908,Kaal,2005,Thriller | Adventure | Mystery,Ajay Devgn | Vivek Oberoi | John Abraham | Lara Dutta,Soham Shah
tt0416120,Police Force: An Inside Story,2004,Action | Crime | Drama,Akshay Kumar | Raveena Tandon | Amrish Puri | Mohan Joshi,Dilip Shukla
tt0416282,Vaastu Shastra,2004,Horror | Mystery,Vicky Ahuja | J.D. Chakravarthi | Ahsaas Channa | Peeya Rai Chowdhary,Saurab Narang
tt0416712,Elaan,2005,Action,Arjun Rampal | Ameesha Patel | John Abraham | Lara Dutta,Vikram Bhatt
tt0418096,Rakht,2004,Horror | Thriller,Sanjay Dutt | Sunil Shetty | Bipasha Basu | Dino Morea,Mahesh Manjrekar
tt0418362,Mujhse Shaadi Karogi,2004,Comedy | Romance,Salman Khan | Akshay Kumar | Priyanka Chopra | Amrish Puri,David Dhawan
tt0418460,Aitraaz,2004,Drama | Thriller,Akshay Kumar | Kareena Kapoor | Priyanka Chopra | Amrish Puri,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla
tt0418598,"Chot [Aaj Isko, Kal Tereko]",2004,Musical | Action | Crime,Ashutosh Rana | Sharad S. Kapoor | Nethra Raghuraman | Ganesh Yadav,Nabh Kumar 'Raju'
tt0418880,Mere Jeevan Saathi,2006,Music | Romance,Akshay Kumar | Karisma Kapoor | Ameesha Patel | Gulshan Grover,Suneel Darshan
tt0419058,Phir Hera Pheri,2006,Comedy | Crime,Akshay Kumar | Sunil Shetty | Paresh Rawal | Bipasha Basu,Neeraj Vora
tt0419468,Baabul,2006,Drama | Family | Romance,Amitabh Bachchan | Salman Khan | Hema Malini | John Abraham,Ravi Chopra
tt0419828,Hyderabad Blues 2,2004,Drama | Comedy,Tisca Chopra | Jyoti Dogra | Anuj Gurwara | Elahe Hiptoola,Nagesh Kukunoor
tt0419974,Morning Raga,2004,Drama,Shabana Azmi | Prakash Rao | Lillete Dubey | Perizaad Zorabian,Mahesh Dattani
tt0420123,Revati,2005,Drama,Kashmira Shah | Kiran Kumar | Ayub Khan | Javed Khan,Farogh Siddique
tt0420304,Viruddh... Family Comes First,2005,Drama,Amitabh Bachchan | Sharmila Tagore | John Abraham | Sanjay Dutt,Mahesh Manjrekar
tt0420332,Veer-Zaara,2004,Drama | Musical | Romance,Shah Rukh Khan | Preity Zinta | Rani Mukerji | Kiron Kher,Yash Chopra
tt0421277,Julie,2004,Drama,Neha Dhupia | Priyanshu Chatterjee | Yash Tonk | Sanjay Kapoor,Deepak S. Shivdasani
tt0422091,Dhoom,2004,Action | Adventure | Thriller,Abhishek Bachchan | Uday Chopra | John Abraham | Esha Deol,Sanjay Gadhvi
